Rank,Foizi,Population density,Source,Year,Population
0.9956709956709956,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7762008733624454
0.0,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0185589519650655
0.4805194805194805,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0021834061135371
0.6623376623376623,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.435589519650655
0.70995670995671,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3864628820960698
0.7575757575757576,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.259825327510917
0.8051948051948052,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2096069868995633
0.8528138528138528,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2030567685589519
0.9004329004329005,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1823144104803493
0.948051948051948,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1768558951965065
0.0043290043290043,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1757641921397379
0.0519480519480519,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1069868995633187
0.0995670995670995,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9421397379912664
0.1471861471861472,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.937772925764192
0.1948051948051948,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9072052401746724
0.2424242424242424,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8482532751091703
0.29004329004329,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8351528384279475
0.3376623376623376,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.834061135371179
0.3852813852813853,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8253275109170305
0.4329004329004329,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8100436681222707
0.4848484848484848,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7674672489082969
0.5324675324675324,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7663755458515283
0.5800865800865801,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7609170305676856
0.6277056277056277,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7434497816593886
0.6363636363636364,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6812227074235807
0.6406926406926406,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6735807860262009
0.645021645021645,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6462882096069869
0.6493506493506493,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6342794759825328
0.6536796536796536,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5796943231441047
0.658008658008658,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5786026200873362
0.6666666666666666,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.574235807860262
0.670995670995671,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5633187772925764
0.6753246753246753,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5567685589519651
0.6796536796536796,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5545851528384279
0.683982683982684,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5174672489082969
0.6883116883116883,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5163755458515283
0.6926406926406926,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5131004366812226
0.696969696969697,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.5120087336244541
0.7012987012987013,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.4279475982532751
0.7056277056277056,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.4137554585152838
0.7142857142857143,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.4028384279475982
0.7186147186147186,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.4017467248908297
0.7229437229437229,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3919213973799126
0.7272727272727273,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3897379912663755
0.7316017316017316,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3820960698689956
0.7359307359307359,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3788209606986899
0.7402597402597403,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3755458515283842
0.7445887445887446,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3733624454148471
0.7489177489177489,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3679039301310043
0.7532467532467533,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.3646288209606986
0.7619047619047619,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2925764192139737
0.7662337662337663,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2903930131004367
0.7705627705627706,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2893013100436681
0.7748917748917749,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2882096069868995
0.7792207792207793,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2718340611353712
0.7835497835497836,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2543668122270742
0.7878787878787878,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2467248908296943
0.7922077922077922,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2412663755458515
0.7965367965367965,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2270742358078602
0.8008658008658008,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2248908296943231
0.8095238095238095,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2216157205240174
0.8138528138528138,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.2172489082969432
0.8181818181818182,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1703056768558951
0.8225108225108225,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1670305676855895
0.8268398268398268,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1626637554585152
0.8311688311688312,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1495633187772925
0.8354978354978355,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1353711790393013
0.8398268398268398,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.1299126637554585
0.8441558441558441,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0993449781659388
0.8484848484848485,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0960698689956331
0.8571428571428571,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.084061135371179
0.8614718614718615,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0829694323144104
0.8658008658008658,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0818777292576419
0.8701298701298701,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0796943231441048
0.8744588744588745,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0775109170305676
0.8787878787878788,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0753275109170305
0.8831168831168831,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.074235807860262
0.8874458874458875,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0698689956331877
0.8917748917748918,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.0687772925764192
0.8961038961038961,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9901746724890828
0.9047619047619048,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9814410480349344
0.9090909090909092,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9803493449781658
0.9134199134199136,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.933406113537118
0.9177489177489178,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9301310043668122
0.922077922077922,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9279475982532752
0.9264069264069263,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9203056768558951
0.9307359307359307,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.9192139737991266
0.935064935064935,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8842794759825328
0.9393939393939394,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8820960698689956
0.9437229437229436,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8733624454148471
0.9523809523809524,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8679039301310043
0.9567099567099568,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8668122270742358
0.961038961038961,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8646288209606986
0.9653679653679652,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.861353711790393
0.9696969696969696,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.8045851528384279
0.974025974025974,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7925764192139737
0.9783549783549784,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7893013100436681
0.9826839826839828,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7882096069868996
0.987012987012987,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7805676855895196
0.9913419913419912,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7751091703056768
0.0086580086580086,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7281659388646288
0.0129870129870129,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7183406113537117
0.0173160173160173,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.715065502183406
0.0216450216450216,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7041484716157205
0.0259740259740259,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.7008733624454148
0.0303030303030303,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6932314410480349
0.0346320346320346,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6910480349344977
0.0389610389610389,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6899563318777292
0.0432900432900432,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6877729257641921
0.0476190476190476,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6866812227074236
0.0562770562770562,0.5384615384615385,0.0100006603844011,0.7974683544303797,0.0,0.6244541484716157
